,precision,recall,f1-score,support
ATTACK,0.19749,1.0,0.3298399151558677,39498.0
BENIGN,0.0,0.0,0.0,160502.0
accuracy,0.19749,0.19749,0.19749,0.19749
macro avg,0.098745,0.5,0.16491995757793385,200000.0
weighted avg,0.0390023001,0.19749,0.0651400848441323,200000.0
