,precision,recall,f1-score,support
ATTACK,0.9948609431680774,0.9998480935743582,0.9973482839609061,39498.0
BENIGN,0.9999625711148817,0.998728987800775,0.9993453987768308,160502.0
accuracy,0.99895,0.99895,0.99895,0.99895
macro avg,0.9974117571414796,0.9992885406875667,0.9983468413688685,200000.0
weighted avg,0.9989550506116672,0.99895,0.9989509885718338,200000.0
