,precision,recall,f1-score,support
ATTACK,0.0,0.0,0.0,39498.0
BENIGN,0.80251,1.0,0.8904361140853587,160502.0
accuracy,0.80251,0.80251,0.80251,0.80251
macro avg,0.401255,0.5,0.44521805704267936,200000.0
weighted avg,0.6440223001,0.80251,0.7145838859146413,200000.0
