,precision,recall,f1-score,support
ATTACK,0.9974998105917114,1.0,0.9987483406030723,39498.0
BENIGN,1.0,0.9993831852562585,0.999691497483679,160502.0
accuracy,0.999505,0.999505,0.999505,0.999505
macro avg,0.9987499052958557,0.9996915926281292,0.9992199190433757,200000.0
weighted avg,0.9995062375937571,0.999505,0.9995052334313281,200000.0
