,precision,recall,f1-score,support
ATTACK,0.9915109073504963,0.9965314699478455,0.9940148492348099,39498.0
BENIGN,0.9991453631270976,0.997900337690496,0.9985224623134374,160502.0
accuracy,0.99763,0.99763,0.99763,0.99763
macro avg,0.9953281352387969,0.9972159038191708,0.9962686557741236,200000.0
weighted avg,0.9976376344557766,0.99763,0.9976322538065392,200000.0
