,precision,recall,f1-score,support
ATTACK,0.9840795276179086,1.0,0.9919758899981164,39498.0
BENIGN,1.0,0.9960187411994866,0.9980054000905217,160502.0
accuracy,0.996805,0.996805,0.996805,0.996805
macro avg,0.9920397638089543,0.9980093705997433,0.9949906450443191,200000.0
weighted avg,0.9968558659092608,0.996805,0.9968146321423725,200000.0
