,precision,recall,f1-score,support
ATTACK,0.9920792577132943,0.9988860195452934,0.9954710030655884,39498.0
BENIGN,0.9997253964588625,0.9980374076335498,0.9988806889219382,160502.0
accuracy,0.998205,0.998205,0.998205,0.998205
macro avg,0.9959023270860784,0.9984617135894216,0.9971758459937633,200000.0
weighted avg,0.9982153605180001,0.998205,0.9982073100621677,200000.0
