,precision,recall,f1-score,support
ATTACK,0.9979282465891864,1.0,0.9989630491413541,39498.0
BENIGN,1.0,0.9994891029395272,0.9997444861991387,160502.0
accuracy,0.99959,0.99959,0.99959,0.99959
macro avg,0.9989641232945932,0.9997445514697636,0.9993537676702464,200000.0
weighted avg,0.9995908494188984,0.99959,0.999590160194597,200000.0
