,precision,recall,f1-score,support
ATTACK,0.9908675799086758,0.9998987290495721,0.9953626694893896,39498.0
BENIGN,0.9999750221678261,0.9977321154876575,0.998852309726675,160502.0
accuracy,0.99816,0.99816,0.99816,0.99816
macro avg,0.9954213010382509,0.9988154222686147,0.9971074896080323,200000.0
weighted avg,0.9981763933960666,0.99816,0.9981631406762135,200000.0
