,precision,recall,f1-score,support
ATTACK,0.9724732241782592,0.999974682262393,0.9860322294758653,39498.0
BENIGN,0.9999937258838661,0.9930343547120908,0.9965018897298108,160502.0
accuracy,0.994405,0.994405,0.994405,0.994405
macro avg,0.9862334750310626,0.9965045184872419,0.9912670596028381,200000.0
weighted avg,0.994558702002026,0.994405,0.9944342365262591,200000.0
