,precision,recall,f1-score,support
ATTACK,0.8578410078192876,0.999924046787179,0.9234492272440319,39498.0
BENIGN,0.9999805144193297,0.9592216919415334,0.9791771342801356,160502.0
accuracy,0.96726,0.96726,0.96726,0.96726
macro avg,0.9289107611193086,0.9795728693643562,0.9513131807620838,200000.0
weighted avg,0.9719093832608874,0.96726,0.9681714299195756,200000.0
