,precision,recall,f1-score,support
ATTACK,0.9631770185578072,0.999974682262393,0.9812309794422707,39498.0
BENIGN,0.9999937104149239,0.9905920175449527,0.9952706615126997,160502.0
accuracy,0.992445,0.992445,0.992445,0.992445
macro avg,0.9815853644863656,0.9952833499036728,0.9882508204774851,200000.0
weighted avg,0.992722781940062,0.992445,0.9924979647006106,200000.0
